trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
38,False,"{'a': 0.5, 'e': 0.9885081135609788}",25,4,-154.68944730019368,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 3}",1
39,False,"{'a': 0.5, 'e': 0.9869879825857759}",25,2,-113.13183729896147,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 1}",1
40,False,"{'a': 0.5, 'e': 0.9852682735980237}",20,0,-55.6574694284787,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
41,False,"{'a': 0.5, 'e': 0.9833232091341287}",20,0,-17.640057568502257,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
42,False,"{'a': 0.5, 'e': 0.9811238027233914}",20,0,-92.93318601456623,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.9786374937183188}",25,0,-140.61238935706893,"{0: 11, 1: 1, 2: 12, 3: 1, 4: 0}",0
44,False,"{'a': 0.5, 'e': 0.9758277505599164}",20,0,-74.10853444213801,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
45,False,"{'a': 0.5, 'e': 0.9726536428592474}",25,0,-38.96066490669978,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.9690693839138059}",25,0,-83.37422279221832,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.9650238469655575}",25,0,-94.80731015373294,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.9604600607663881}",20,0,-121.61536061127944,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.955314692989321}",20,0,-112.85264442450469,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.9495175338785748}",20,0,-46.44361264670046,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
51,False,"{'a': 0.5, 'e': 0.9429909974619742}",25,0,-76.47547312087471,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.93564966387145}",25,0,-113.30109683509937,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
53,False,"{'a': 0.5, 'e': 0.9273998940624738}",35,0,-163.26656902599666,"{0: 24, 1: 2, 2: 4, 3: 3, 4: 2}",0
54,False,"{'a': 0.5, 'e': 0.918139557723054}",20,0,-136.62166932938405,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
55,False,"{'a': 0.5, 'e': 0.9077579266249114}",25,6,-121.37785827899988,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 2}",1
56,False,"{'a': 0.5, 'e': 0.8961357992372057}",20,0,-67.46932003937592,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.8831459381156306}",30,0,-214.78828076007557,"{0: 15, 1: 6, 2: 4, 3: 2, 4: 3}",0
58,False,"{'a': 0.5, 'e': 0.8686539192028123}",20,7,-59.39421770903403,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
59,False,"{'a': 0.5, 'e': 0.8525195111985859}",25,0,-51.04477125072607,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
60,False,"{'a': 0.5, 'e': 0.8345987225447565}",20,0,-245.41450066492166,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 6}",0
61,False,"{'a': 0.5, 'e': 0.8147466715595101}",30,0,-223.29209285338186,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 5}",0
62,False,"{'a': 0.5, 'e': 0.7928214491019108}",25,0,-182.1270371160402,"{0: 11, 1: 3, 2: 8, 3: 1, 4: 2}",0
63,False,"{'a': 0.5, 'e': 0.7686891487977096}",20,0,-98.74767514667516,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.7422302316474071}",25,2,-97.01068740125046,"{0: 16, 1: 0, 2: 4, 3: 2, 4: 1}",1
65,False,"{'a': 0.5, 'e': 0.7133473622177394}",20,0,-98.13382122486846,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.6819747930602145}",35,26,-3.409228438905191,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.6480892712470643}",20,5,-87.40380242803764,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 2}",1
68,False,"{'a': 0.5, 'e': 0.6117222838439393}",20,0,-47.915453923347584,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.5729732366034318}",20,0,-63.27769491152006,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.5320228652297629}",30,14,9.937317440176166,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.4891458135453994}",30,14,-38.52483634431928,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.4447208963693673}",20,0,-37.47842531645878,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.3992371404152065}",20,1,-3.809973593057637,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.3532933414038566}",25,0,-16.145072376532994,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.3075887071947909}",25,8,12.847375993884155,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.2629023304295708}",25,7,18.65973934038493,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.2200599259493158}",35,18,-18.355206676792672,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.17988763357672632}",25,11,-14.712076172584526,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
79,False,"{'a': 0.5, 'e': 0.14315479038844553}",35,15,-20.289857427257644,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
80,False,"{'a': 0.5, 'e': 0.11051029670878287}",25,0,-23.739400109732404,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
81,False,"{'a': 0.5, 'e': 0.08242013095559415}",30,3,-4.4479985962401125,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
82,False,"{'a': 0.5, 'e': 0.05911596876289589}",20,11,19.526572755880277,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.04056572168018509}",20,3,17.096717212832623,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,17,14.741179636930696,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,16,19.837513260061005,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,20,8.697249736816882,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,13,14.211251377103215,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,18,12.271038038542102,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,13,22.60191702041341,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,16,6.976503955466306,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,11,17.469343208095268,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",30,18,22.965906098263506,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,19,10.971843736946578,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
