trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
43,False,"{'a': 0.5, 'e': 0.6505090947233165}",25,0,-73.25272913406653,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.6440364210831414}",20,0,-15.330852558764619,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.6376281516217733}",25,0,-97.75101611426224,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
46,False,"{'a': 0.5, 'e': 0.631283645506926}",35,0,-101.54923422841964,"{0: 25, 1: 2, 2: 6, 3: 1, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.6250022682827008}",20,0,-6.921182181093754,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
48,False,"{'a': 0.5, 'e': 0.6187833918061408}",20,0,-2.0690988784858693,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.6126263941844161}",25,15,0.7423056253266952,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.6065306597126334}",25,0,-13.263155402338597,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
51,False,"{'a': 0.5, 'e': 0.6004955788122659}",30,0,-49.68789243804212,"{0: 20, 1: 5, 2: 5, 3: 0, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.5945205479701944}",25,0,-44.43527715174774,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.5886049696783552}",20,0,-153.40109230018334,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
54,False,"{'a': 0.5, 'e': 0.5827482523739896}",25,0,-45.62072664284214,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
55,False,"{'a': 0.5, 'e': 0.5769498103804866}",20,0,-16.58288083142485,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.5712090638488149}",35,23,8.608522173308778,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
57,False,"{'a': 0.5, 'e': 0.5655254386995371}",20,0,-12.074480155321554,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.559898366565402}",25,0,-8.282315875991335,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.5543272847345071}",25,0,-37.00008545208322,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
60,False,"{'a': 0.5, 'e': 0.5488116360940265}",20,0,12.560619630473504,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
61,False,"{'a': 0.5, 'e': 0.5433508690744998}",20,0,-23.265822169430088,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.5379444375946745}",20,0,23.410915133140897,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.5325918010068972}",20,0,-45.89212263811628,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
64,False,"{'a': 0.5, 'e': 0.5272924240430485}",20,0,-60.942923314285565,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.522045776761016}",20,0,-52.686957542215325,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.5168513344916992}",20,0,-99.26708986701564,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.5117085777865424}",25,0,-50.279457954402595,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
68,False,"{'a': 0.5, 'e': 0.5066169923655895}",25,0,-110.05174467827504,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.5015760690660555}",35,0,-79.63529625356989,"{0: 27, 1: 1, 2: 5, 3: 1, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.49658530379140947}",30,2,20.399897951930246,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.4916441974609651}",20,0,-39.14000231867031,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
72,False,"{'a': 0.5, 'e': 0.4867522559599717}",20,0,-69.64592324862632,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.48190899009020244}",20,0,-15.805820103224391,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.4771139155210344}",20,0,15.346718470814265,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
75,False,"{'a': 0.5, 'e': 0.4723665527410147}",35,3,-31.060959649727458,"{0: 27, 1: 2, 2: 2, 3: 0, 4: 1}",1
76,False,"{'a': 0.5, 'e': 0.46766642700990924}",25,0,-47.9338967493122,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.46301306831122807}",30,0,-8.705871200632695,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.4584060113052235}",20,0,6.169252582649002,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
79,False,"{'a': 0.5, 'e': 0.45384479528235583}",25,0,-30.38775233576725,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.44932896411722156}",25,0,-108.24227213620351,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
81,False,"{'a': 0.5, 'e': 0.4448580662229411}",30,0,-71.35447469010299,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
82,False,"{'a': 0.5, 'e': 0.44043165450599925}",30,0,-37.40259984472488,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.43604928632153556}",30,0,-121.93380927853426,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 3}",0
84,False,"{'a': 0.5, 'e': 0.43171052342907973}",25,5,8.029517043053946,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.4274149319487267}",20,0,-5.256988232286852,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.4231620823177488}",20,0,-37.19955074768374,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.418951549247639}",20,0,13.0163513475159,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.4147829116815814}",30,0,-17.391957991865976,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
89,False,"{'a': 0.5, 'e': 0.4106557527523455}",20,0,-31.25231093560625,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.4065696597405991}",20,0,-42.04044433558083,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.40252422403363597}",30,0,8.841819204689394,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.39851904108451414}",20,0,-1.218644938344757,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.3945537103716011}",25,0,-73.12167489984178,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.3906278353585211}",25,0,3.8975537159198197,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.3867410234545012}",20,0,-1.2922541614739584,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.38289288597511206}",20,0,-5.485887295320356,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
97,False,"{'a': 0.5, 'e': 0.37908303810339883}",20,0,16.478137450808187,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.37531109885139957}",30,16,23.586595053133312,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.3715766910220457}",25,8,12.779401785451327,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.36787944117144233}",25,2,3.251727506968744,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.3642189795715233}",25,0,9.835477051539014,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.3605949401730783}",30,4,-56.84479861267882,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.3570069605691474}",20,0,6.213406961593719,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.35345468195878016}",25,0,-31.165618074905886,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
105,False,"{'a': 0.5, 'e': 0.3499377491111553}",25,0,-64.15010715228645,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
106,False,"{'a': 0.5, 'e': 0.3464558103300574}",25,0,-22.800794606866916,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
107,False,"{'a': 0.5, 'e': 0.34300851741870664}",25,0,-78.05258580171738,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
108,False,"{'a': 0.5, 'e': 0.3395955256449391}",20,0,-43.31190490987471,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
109,False,"{'a': 0.5, 'e': 0.3362164937067333}",20,0,-62.74132424039688,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.33287108369807955}",35,6,16.732322518857245,"{0: 27, 1: 1, 2: 0, 3: 1, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.32955896107518906}",20,0,-63.31139045291099,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.32627979462303947}",20,0,-71.23049473416636,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
113,False,"{'a': 0.5, 'e': 0.3230332564222529}",25,0,22.3227838084514,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.31981902181630384}",35,0,-109.3050428579202,"{0: 29, 1: 0, 2: 3, 3: 0, 4: 3}",0
115,False,"{'a': 0.5, 'e': 0.31663676937905316}",25,0,-60.30561139689265,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.3134861808826053}",20,0,30.96872052281162,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.31036694126548503}",20,0,6.8186944191314165,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.30727873860113125}",20,13,7.270299763718985,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.3042212640667041}",20,0,6.708278188854659,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
120,False,"{'a': 0.5, 'e': 0.30119421191220214}",20,0,32.73771758012871,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.2981972794298874}",20,0,-51.90832343431792,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.2952301669240142}",30,0,-50.25484472913719,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
123,False,"{'a': 0.5, 'e': 0.2922925776808594}",20,0,13.838306548734126,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.2893842179390506}",20,0,-82.12959690416415,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
125,False,"{'a': 0.5, 'e': 0.2865047968601901}",25,0,10.122889298941027,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.2836540264997704}",20,0,5.726733931292814,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.2808316217783798}",30,0,-15.239847206535059,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.27803730045319414}",20,0,-18.435716741396867,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
129,False,"{'a': 0.5, 'e': 0.27527078308975234}",30,0,-30.609274768209794,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
130,False,"{'a': 0.5, 'e': 0.2725317930340126}",20,0,-4.12229909680222,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.2698200563846868}",25,0,-8.185365254287639,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.26713530196585034}",25,0,25.827179166211142,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.26447726129982396}",20,0,20.28143615087954,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.261845668580326}",20,0,-30.99951153479184,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.2592402606458915}",20,0,-12.236214331633414,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.2566607769535559}",25,0,-45.771414347783136,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
137,False,"{'a': 0.5, 'e': 0.25410695955280027}",25,0,-21.86158332505449,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
138,False,"{'a': 0.5, 'e': 0.25157855305975646}",20,0,-59.34742119502308,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
139,False,"{'a': 0.5, 'e': 0.24907530463166816}",20,0,-22.831483500549364,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.24659696394160643}",25,0,7.648584345937954,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.2441432831534371}",35,0,7.59662920867059,"{0: 32, 1: 1, 2: 1, 3: 1, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.24171401689703645}",30,0,-15.83062424694245,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.23930892224375455}",30,6,-10.611605070899055,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23692775868212176}",20,0,27.51657899453645,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.23457028809379765}",20,12,-11.645943133732622,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23223627472975883}",20,0,-8.246579878203136,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.22992548518672384}",25,1,-1.0955744576117916,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22763768838381274}",20,0,-28.608166046868597,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.22537265553943872}",20,0,-14.800844743433803,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.22313016014842982}",25,0,14.964358131617821,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.2209099779593782}",25,0,28.994405022691442,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.21871188695221475}",20,0,-15.99049482103463,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.21653566731600707}",20,0,-4.492176606975352,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.21438110142697794}",20,0,18.089854400544642,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.21224797382674304}",25,0,31.031328486575276,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
156,False,"{'a': 0.5, 'e': 0.21013607120076472}",20,0,14.236411405786189,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.20804518235702046}",20,0,5.169163208827387,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
158,False,"{'a': 0.5, 'e': 0.20597509820488344}",25,0,36.52507102311812,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.20392561173421342}",20,0,16.047980897043654,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
160,False,"{'a': 0.5, 'e': 0.20189651799465538}",30,0,25.532183590519377,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.1998876140751445}",35,0,26.684437080363306,"{0: 33, 1: 1, 2: 1, 3: 0, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.19789869908361465}",30,0,-22.43406959904813,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.19592957412690934}",30,0,20.510258347356416,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.19398004229089189}",25,0,30.41944145664441,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.19204990862075408}",30,0,20.226238829649766,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.1901389801015205}",25,0,34.478184110542955,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.1882470656387468}",25,0,32.7927784454722,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.18637397603940997}",25,0,-25.74518693744815,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
169,False,"{'a': 0.5, 'e': 0.18451952399298926}",20,0,-41.39394983481425,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.18268352405273466}",20,0,25.868224983993056,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
171,False,"{'a': 0.5, 'e': 0.1808657926171221}",20,0,17.77103422393518,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.17906614791149322}",30,0,-44.764198622319114,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 2}",0
173,False,"{'a': 0.5, 'e': 0.17728440996987782}",20,0,-28.006469937810692,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.17552040061699686}",25,0,13.233862834269889,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.17377394345044514}",25,0,-0.3822562203453974,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
176,False,"{'a': 0.5, 'e': 0.17204486382305054}",25,0,18.342316598627193,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.17033298882540943}",20,0,2.100022904077555,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
178,False,"{'a': 0.5, 'e': 0.1686381472685955}",20,0,8.157455171953401,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.1669601696670407}",20,0,19.681915551318248,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.16529888822158653}",20,3,19.10942365948664,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16365413680270405}",25,0,-47.89989415396549,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.16202575093388075}",25,0,32.697903546997445,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.16041356777517274}",20,0,22.289906115559134,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.15881742610692068}",30,0,35.803615001486655,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
