trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9998935562196495}",20,0,-21.70019345368523,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.9998866915745779}",25,0,-2.6559400757568463,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.9998793842497224}",30,0,-42.45023767512294,"{0: 24, 1: 0, 2: 5, 3: 1, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0.9998716057015847}",25,0,-162.66405886459992,"{0: 11, 1: 1, 2: 11, 3: 1, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.9998633255466868}",20,0,-142.54401628634136,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.999854511443025}",20,0,-139.76277870630113,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.9998451289638939}",20,0,-107.84451737218274,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9998351414635922}",20,0,-155.8501331742952,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
9,False,"{'a': 0.5, 'e': 0.9998245099344872}",20,0,-82.64216288771732,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.9998131928548848}",20,0,-67.99774001865808,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.9998011460271146}",25,2,-85.97957414535259,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 0}",1
12,False,"{'a': 0.5, 'e': 0.9997883224052029}",25,0,-132.2397191223811,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.9997746719114666}",20,0,-33.63921440613396,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.9997601412413161}",30,0,-151.40623248204733,"{0: 23, 1: 3, 2: 0, 3: 0, 4: 4}",0
15,False,"{'a': 0.5, 'e': 0.9997446736555142}",25,0,-155.19306121796023,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
16,False,"{'a': 0.5, 'e': 0.9997282087590872}",20,0,-56.08865042199522,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
17,False,"{'a': 0.5, 'e': 0.9997106822660325}",30,0,-121.0346384225196,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
18,False,"{'a': 0.5, 'e': 0.999692025748917}",20,0,-193.29672760451854,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 4}",0
19,False,"{'a': 0.5, 'e': 0.9996721663723973}",20,11,2.640529657212701,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
20,False,"{'a': 0.5, 'e': 0.9996510266096373}",25,0,-161.3185976347058,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",0
21,False,"{'a': 0.5, 'e': 0.9996285239405293}",20,0,-149.18404740138095,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 3}",0
22,False,"{'a': 0.5, 'e': 0.9996045705305571}",20,0,-86.54834135687685,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.9995790728890697}",25,0,-93.95894315261845,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.9995519315056496}",30,0,-231.46173539676528,"{0: 12, 1: 8, 2: 5, 3: 2, 4: 3}",0
25,False,"{'a': 0.5, 'e': 0.999523040463184}",20,0,-160.68223404660756,"{0: 7, 1: 4, 2: 7, 3: 0, 4: 2}",0
26,False,"{'a': 0.5, 'e': 0.9994922870261553}",25,0,-133.1370609104853,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.9994595512025776}",20,0,-84.40716668172203,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.9994247052779027}",25,1,-145.6371995090925,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 1}",1
29,False,"{'a': 0.5, 'e': 0.9993876133191223}",30,0,-226.74436796877964,"{0: 16, 1: 1, 2: 8, 3: 2, 4: 3}",0
30,False,"{'a': 0.5, 'e': 0.9993481306471724}",20,0,-88.64364004438023,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.9993061032756391}",20,0,-163.23588848064819,"{0: 8, 1: 2, 2: 8, 3: 0, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.9992613673136314}",25,0,-119.72736627660647,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
33,False,"{'a': 0.5, 'e': 0.9992137483305631}",25,0,-153.60991590179646,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.9991630606804386}",25,0,-321.2338240657195,"{0: 6, 1: 2, 2: 10, 3: 3, 4: 4}",0
35,False,"{'a': 0.5, 'e': 0.9991091067830976}",25,0,-97.89359899556723,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.9990516763597113}",25,0,-117.53502928859989,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
37,False,"{'a': 0.5, 'e': 0.9989905456196622}",20,0,-64.29811728299401,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
38,False,"{'a': 0.5, 'e': 0.9989254763957627}",20,0,-154.794468012135,"{0: 7, 1: 7, 2: 3, 3: 1, 4: 2}",0
39,False,"{'a': 0.5, 'e': 0.9988562152245845}",25,0,-222.84128974083893,"{0: 12, 1: 2, 2: 4, 3: 5, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.9987824923684765}",25,3,-56.00992858615104,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 1}",1
41,False,"{'a': 0.5, 'e': 0.9987040207756432}",20,0,-21.405177549479173,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
42,False,"{'a': 0.5, 'e': 0.9986204949744392}",25,0,-108.94200807007,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.998531589897808}",25,0,-130.5058877184558,"{0: 16, 1: 2, 2: 2, 3: 4, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.9984369596335543}",25,0,-70.30392878684796,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
45,False,"{'a': 0.5, 'e': 0.9983362360958822}",25,0,-72.79195184644047,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.9982290276133726}",20,0,-84.06539279012853,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.9981149174282894}",20,12,-3.7923263651302785,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
48,False,"{'a': 0.5, 'e': 0.9979934621018126}",25,6,-86.98455207763453,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 1}",1
49,False,"{'a': 0.5, 'e': 0.9978641898194935}",25,0,-138.12342608477064,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0.997726598590902}",20,0,-100.68531443082226,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.9975801543371027}",25,0,-127.04587049161302,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.9974242888592503}",25,0,-147.80802591561581,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
53,False,"{'a': 0.5, 'e': 0.9972583976812242}",25,0,-138.72040123039466,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
54,False,"{'a': 0.5, 'e': 0.9970818377588506}",25,11,-121.79154171056047,"{0: 8, 1: 1, 2: 1, 3: 2, 4: 2}",1
55,False,"{'a': 0.5, 'e': 0.996893925047863}",30,0,-117.04684832982679,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
56,False,"{'a': 0.5, 'e': 0.9966939319223467}",20,0,-202.31674335003387,"{0: 9, 1: 4, 2: 3, 3: 0, 4: 4}",0
57,False,"{'a': 0.5, 'e': 0.9964810844349963}",25,0,-71.3372940352882,"{0: 18, 1: 2, 2: 2, 3: 3, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.9962545594100788}",25,0,-100.79073124238391,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.9960134813595545}",20,0,-150.71596347424372,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
60,False,"{'a': 0.5, 'e': 0.9957569192123553}",20,0,-94.32673473504977,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.9954838828463589}",20,0,-70.46600628884305,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.9951933194121281}",20,0,-69.98523459321041,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.994884109437022}",25,0,-133.4616791167083,"{0: 14, 1: 0, 2: 9, 3: 1, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.9945550626978072}",20,0,-122.08524482452422,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
65,False,"{'a': 0.5, 'e': 0.9942049138494412}",35,1,-268.19230384970405,"{0: 18, 1: 2, 2: 8, 3: 2, 4: 4}",1
66,False,"{'a': 0.5, 'e': 0.9938323177972356}",25,0,-256.6178515356011,"{0: 10, 1: 3, 2: 7, 3: 1, 4: 4}",0
67,False,"{'a': 0.5, 'e': 0.9934358447991727}",25,0,-170.07455908492463,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
68,False,"{'a': 0.5, 'e': 0.9930139752847214}",20,0,-99.76135161233695,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.9925650943761084}",25,0,-48.54290867335339,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.9920874860976459}",20,0,-97.33558780751491,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.9915793272584054}",35,0,-239.32664487762622,"{0: 16, 1: 4, 2: 10, 3: 3, 4: 2}",0
72,False,"{'a': 0.5, 'e': 0.9910386809932821}",25,0,-115.63165584210898,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.9904634899473134}",20,0,-137.66975455427033,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
74,False,"{'a': 0.5, 'e': 0.9898515690880307}",25,0,-168.3630657221386,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
75,False,"{'a': 0.5, 'e': 0.9892005981306412}",25,0,-221.3256307035423,"{0: 11, 1: 4, 2: 5, 3: 2, 4: 3}",0
76,False,"{'a': 0.5, 'e': 0.9885081135609788}",25,0,-83.36648900364212,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.9877715002414633}",30,0,-125.0225010419249,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.9869879825857759}",20,0,-157.68559963677635,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
79,False,"{'a': 0.5, 'e': 0.986154615288641}",30,3,-164.35651675035868,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 3}",1
80,False,"{'a': 0.5, 'e': 0.9852682735980237}",20,0,-74.97655829342678,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.9843256431182559}",20,0,-58.60075922168039,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.9833232091341287}",25,0,-139.60078914149278,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
83,False,"{'a': 0.5, 'e': 0.9822572454478873}",20,0,-73.67280347546607,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.9811238027233914}",25,0,-188.4025987675247,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
85,False,"{'a': 0.5, 'e': 0.9799186963345258}",20,0,-80.26775640165421,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.9786374937183188}",20,0,-150.1793125783308,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
87,False,"{'a': 0.5, 'e': 0.9772755012372438}",25,7,-64.22276770205484,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
88,False,"{'a': 0.5, 'e': 0.9758277505599164}",25,0,-203.39400758755494,"{0: 13, 1: 0, 2: 8, 3: 1, 4: 3}",0
89,False,"{'a': 0.5, 'e': 0.9742889845749543}",25,0,-92.22077960513474,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.9726536428592474}",25,0,-206.23469305924777,"{0: 11, 1: 2, 2: 7, 3: 3, 4: 2}",0
91,False,"{'a': 0.5, 'e': 0.9709158467294016}",20,0,-40.481130230162506,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.9690693839138059}",25,0,-60.817904463377836,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.9671076928927612}",20,9,-60.345467442785534,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
94,False,"{'a': 0.5, 'e': 0.9650238469655575}",30,0,-165.621761439002,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
95,False,"{'a': 0.5, 'e': 0.9628105381164541}",20,4,-120.1514417599747,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 3}",1
96,False,"{'a': 0.5, 'e': 0.9604600607663881}",20,0,-43.04417790452894,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
97,False,"{'a': 0.5, 'e': 0.9579642955140878}",20,0,-131.40482887959095,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
98,False,"{'a': 0.5, 'e': 0.955314692989321}",25,4,-117.39011354355691,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 2}",1
