trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
84,False,"{'a': 0.5, 'e': 0.4298890135238935}",30,0,-33.346156234899965,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.4255901233886546}",30,0,-91.32589109332503,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.421334222154768}",25,15,6.986800648236691,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.41712087993322033}",20,14,7.555772924135408,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.41294967113388814}",30,21,7.996244715549707,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.40882017442254925}",25,11,9.589054852989094,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.4047319726783238}",30,12,-42.90508585028759,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
91,False,"{'a': 0.5, 'e': 0.40068465295154054}",25,4,-27.136791001834972,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
92,False,"{'a': 0.5, 'e': 0.3966778064220251}",20,10,-36.061816532762414,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
93,False,"{'a': 0.5, 'e': 0.39271102835780486}",35,26,6.157918310218365,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.3887839180742268}",25,10,-8.455208793264903,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.38489607889348454}",20,5,5.104967979544346,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.38104711810454966}",25,11,26.138878093238176,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.37723664692350417}",20,0,-21.26686366310498,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.37346428045426916}",20,0,-42.689173528770624,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.36972963764972644}",20,3,-19.760625840176203,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.3660323412732292}",25,0,-48.42552798487991,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.3623720178604969}",25,16,14.18002915481745,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.3587482976818919}",20,0,-119.53800289941013,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
103,False,"{'a': 0.5, 'e': 0.355160814705073}",20,14,7.889706931308122,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.35160920655802225}",35,1,-30.101448289858237,"{0: 29, 1: 1, 2: 3, 3: 0, 4: 1}",1
105,False,"{'a': 0.5, 'e': 0.348093114492442}",20,1,-9.996263462226324,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
106,False,"{'a': 0.5, 'e': 0.3446121833475176}",25,2,10.968490006701414,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.34116606151404244}",20,0,24.917416215796912,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.337754400898902}",25,17,-4.553463976070261,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.334376856889913}",20,9,21.45850706796647,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",30,22,16.666709773071176,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",25,4,-65.59144839404291,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 2}",1
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",25,15,8.099635092822277,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",25,11,13.26102893178393,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",25,18,12.652179823377892,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",20,6,13.44398323814104,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",20,10,-46.05541081299079,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",20,3,2.9064752835961505,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.3054590259283046}",20,6,-7.104150741225731,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.30240443566902153}",30,21,-24.845426311404573,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
120,False,"{'a': 0.5, 'e': 0.2993803913123313}",35,9,-28.928796965554348,"{0: 20, 1: 0, 2: 6, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.296386587399208}",35,23,-30.561341678767985,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
122,False,"{'a': 0.5, 'e': 0.2934227215252159}",20,1,-6.70286979240023,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
